word,is_legal
one,1
also,0
said,0
all,0
new,0
two,0
time,1
many,0
like,0
people,0
used,0
may,0
years,0
oh,0
will,0
world,1
well,0
see,0
now,0
okay,0
states,0
year,1
state,1
use,0
right,0
called,0
go,0
made,0
government,1
city,1
war,1
known,0
however,0
united,0
later,0
get,0
just,0
since,0
work,1
part,1
including,0
early,0
want,0
number,1
century,1
system,1
put,0
yeah,0
make,0
high,0
became,0
good,0
school,1
national,0
much,0
another,0
back,1
american,1
around,0
even,0
found,0
know,0
often,0
little,0
several,0
day,1
group,1
country,1
life,1
think,0
water,1
let,0
way,1
name,1
still,0
look,0
long,0
based,0
different,0
come,0
take,0
although,0
south,0
say,0
according,0
million,0
last,0
president,1
university,1
example,1
large,0
north,0
old,0
end,1
book,1
history,1
form,1
set,1
home,1
among,0
include,0
public,0
began,0
law,1
film,1
general,1
major,0
using,0
following,0
play,0
going,0
power,1
party,1
house,1
us,0
area,1
children,0
population,1
international,0
small,0
within,0
british,0
great,0
game,1
language,1
music,1
series,1
military,0
due,0
family,1
modern,0
common,0
students,0
though,0
big,0
political,0
help,0
important,0
place,1
led,0
period,1
took,0
english,0
show,1
got,0
team,1
death,1
without,0
john,0
left,0
air,0
king,1
less,0
times,0
west,0
members,0
countries,0
company,1
white,0
support,1
french,0
women,0
term,1
order,1
church,1
become,0
human,1
need,0
non,0
along,0
black,0
late,0
development,1
point,1
german,0
study,1
came,0
control,1
east,0
every,0
man,1
given,0
food,1
others,0
considered,0
next,0
says,0
european,0
local,0
army,1
must,0
line,1
published,0
research,1
men,0
service,1
space,1
age,1
usually,0
court,1
popular,0
force,1
central,0
case,1
held,0
wrote,0
main,0
change,1
today,0
best,0
island,1
largest,0
making,0
single,0
europe,1
similar,0
developed,0
released,0
free,0
away,0
groups,0
included,0
sometimes,0
york,0
land,1
program,1
social,0
various,0
money,1
percent,0
works,0
give,0
might,0
union,1
ii,0
never,0
red,0
games,0
western,0
open,0
light,1
former,0
yes,0
systems,0
wanna,0
areas,0
together,0
head,1
per,0
region,1
something,0
better,0
production,1
field,1
went,0
days,0
near,0
half,0
named,0
result,1
forces,0
find,0
process,1
roman,0
sea,1
china,1
body,1
original,0
science,1
theory,1
education,1
economic,0
low,0
top,0
thus,0
role,1
march,1
season,1
established,0
energy,1
river,1
health,1
thought,1
written,0
young,0
information,1
seen,0
instead,0
either,0
species,1
rather,0
data,1
side,1
word,1
created,0
almost,0
center,1
produced,0
built,0
god,1
rights,0
things,0
live,0
earth,1
june,0
far,0
level,1
full,0
schools,0
act,1
january,0
america,1
possible,0
across,0
mommy,0
least,0
especially,0
college,1
br,0
total,0
described,0
father,1
germany,1
hand,1
natural,0
december,0
october,0
september,0
july,0
story,1
really,0
art,1
played,0
received,0
working,0
middle,0
means,0
car,1
able,0
died,0
council,1
special,0
short,0
huh,0
france,1
present,0
won,0
turn,0
higher,0
class,1
generally,0
real,0
empire,1
run,0
started,0
community,1
april,0
outside,0
baby,1
person,1
type,1
building,1
continued,0
eat,0
november,0
california,0
standard,0
parts,0
northern,0
office,1
enough,0
soviet,0
son,1
police,1
chinese,0
languages,0
foreign,0
close,0
movement,1
member,1
band,1
england,1
trade,1
southern,0
lost,0
park,1
version,1
already,0
august,0
scientists,0
read,0
night,1
throughout,0
kingdom,1
saw,0
range,1
society,1
addition,1
done,0
civil,0
numbers,0
league,1
religious,0
animals,0
design,1
months,0
aha,0
born,0
business,1
gave,0
federal,0
television,1
culture,1
project,1
problem,1
whose,0
lower,0
mother,1
tell,0
taken,0
significant,0
official,0
computer,1
position,1
available,0
william,0
whether,0
final,0
current,0
certain,0
traditional,0
record,1
rate,1
idea,0
upon,0
color,1
eastern,0
battle,1
yet,0
technology,1
washington,0
evidence,1
allowed,0
greek,0
terms,0
blue,0
despite,0
always,0
daddy,1
africa,1
living,0
hard,0
election,1
keep,0
london,1
industry,1
followed,0
formed,0
words,0
recent,0
cause,1
style,1
added,0
effect,1
cities,0
events,0
model,1
problems,0
kind,0
india,1
ancient,0
strong,0
february,0
related,0
minister,1
introduced,0
islands,0
star,1
st,0
ball,1
lead,0
services,0
market,1
companies,0
african,0
radio,1
else,0
soon,0
players,0
love,1
announced,0
christian,1
particularly,0
town,1
ever,0
books,0
forms,0
moved,0
average,0
cases,0
rule,1
increased,0
changes,0
eventually,0
move,0
particular,0
sent,0
rock,1
album,1
green,0
influence,1
function,1
provide,0
network,1
fire,1
policy,1
republic,1
boy,1
likely,0
brought,0
size,1
studies,0
workers,0
lot,0
nearly,0
makes,0
source,1
killed,0
capital,1
mass,1
future,1
required,0
nations,0
past,0
self,0
value,1
nature,1
spanish,0
media,1
action,1
character,1
writing,1
earlier,0
elements,0
beginning,1
increase,1
start,0
located,0
economy,1
week,1
told,0
structure,1
taking,0
playing,0
ago,0
associated,0
royal,0
remained,0
front,0
mean,0
oil,1
fact,1
hold,0
video,1
security,1
goes,0
majority,1
officials,0
aircraft,1
report,1
ground,1
department,1
russian,0
congress,1
longer,0
billion,0
believed,0
leading,0
rules,0
private,0
anti,0
reported,0
typically,0
fish,0
song,1
post,1
paper,1
provided,0
child,1
caused,0
includes,0
sound,1
nation,1
practice,1
surface,1
uses,0
independent,0
attack,1
legal,0
try,0
growth,1
wanted,0
individual,1
parents,0
latin,0
prime,0
designed,0
player,1
plan,1
types,0
room,1
view,1
referred,0
laws,0
list,1
base,1
russia,1
native,1
george,0
limited,0
material,1
site,1
cost,1
behind,1
canada,0
san,0
museum,1
coast,1
association,0
summer,1
whole,0
probably,0
larger,0
gas,1
specific,0
key,1
james,0
thing,1
involved,0
served,0
effects,0
complex,0
mostly,0
county,1
director,1
meaning,0
appeared,0
films,0
street,1
personal,0
call,1
kids,0
face,1
construction,1
alright,0
organization,1
success,1
nuclear,0
highest,0
co,0
physical,0
americans,0
bit,1
paul,0
bc,0
interest,0
era,1
asked,0
mid,0
results,0
returned,0
ice,0
worked,0
elected,0
test,1
britain,0
box,1
campaign,1
features,0
matter,1
greater,0
shows,0
japanese,0
allow,0
month,1
pressure,1
news,0
comes,0
rest,1
stop,0
produce,1
japan,0
fall,1
therefore,0
board,1
points,0
speed,1
football,1
founded,0
inside,0
code,1
programs,0
sold,0
conditions,0
primary,0
products,0
remains,0
career,1
title,1
club,1
names,0
bring,0
letter,1
lines,0
jewish,0
poor,0
changed,0
nice,0
defined,0
true,0
stated,0
widely,0
sit,0
chief,1
subject,1
release,1
method,1
getting,0
performance,1
create,0
pay,0
david,0
smaller,0
proposed,0
sure,0
hours,0
australia,1
training,1
cultural,0
job,1
actually,0
leader,1
originally,0
cut,1
access,1
issue,1
medical,0
recorded,0
catholic,0
sun,1
table,1
climate,1
blockquote,0
global,0
care,0
commonly,0
honey,1
wide,0
district,1
growing,0
trying,0
student,1
software,1
road,1
constitution,1
event,1
disease,1
obama,0
territory,1
hit,1
charles,0
difficult,0
looking,0
scientific,0
station,1
division,1
brown,0
decided,0
helped,0
needed,0
believe,0
italian,0
leave,0
levels,0
running,0
wife,1
animal,1
italy,1
lived,0
thank,0
met,0
historical,0
discovered,0
complete,0
response,1
gold,1
re,0
replaced,0
girl,1
religion,1
emperor,1
amount,1
experience,1
families,0
leaders,0
successful,0
estimated,0
supported,0
commercial,1
directly,0
independence,0
famous,0
characters,0
parliament,1
starting,0
decision,1
coming,0
female,1
variety,1
henry,0
sports,0
reached,0
sense,1
direct,0
happened,0
issues,0
units,0
vote,1
largely,0
robert,0
woman,1
via,0
bear,1
sources,0
separate,0
administration,1
operation,1
metal,1
internet,1
operations,0
numerous,0
concept,1
remember,0
records,0
temperature,1
uh,0
uk,0
la,0
maybe,0
ready,0
los,0
approximately,0
previous,0
reason,1
opened,0
passed,0
compared,0
entire,0
heavy,0
forced,0
democratic,0
scale,1
asia,0
product,1
pope,1
recently,0
award,1
lives,0
lake,1
humans,0
committee,1
additional,0
brother,1
race,1
active,0
peace,1
quickly,0
unit,1
length,1
bill,1
authority,1
build,1
bank,1
cold,0
tree,1
rome,0
relationship,1
saying,0
library,1
thomas,0
stage,1
claimed,0
treatment,1
navy,1
towards,0
chicago,0
highly,0
ocean,1
property,1
joined,0
treaty,1
turned,0
status,1
examples,0
teams,0
basic,0
centre,0
course,1
performed,0
write,0
adopted,0
regular,0
friends,0
troops,0
researchers,0
regions,0
lack,0
multiple,0
financial,0
governor,1
relations,0
border,1
risk,1
tradition,1
parties,0
peter,0
agreement,1
picture,1
cells,0
ended,0
stay,0
placed,0
text,1
stories,0
clear,0
finally,0
expected,0
israel,0
machine,1
ways,0
cup,1
pretty,0
showed,0
older,0
noted,0
mexico,0
basis,0
engine,1
simple,0
methods,0
hall,1
centuries,0
paris,0
train,1
plants,0
potential,1
degree,1
shown,0
takes,0
cross,1
hands,0
daughter,1
analysis,1
spread,1
rise,1
stars,0
talk,0
chemical,1
initially,0
square,1
blood,1
mainly,0
spent,0
marriage,1
places,0
piece,1
signed,0
bad,0
fell,0
hot,0
article,1
angeles,0
institute,1
simply,0
defense,1
dog,1
ship,1
latter,0
appear,0
mark,1
giving,0
winter,1
married,0
activity,1
classical,0
knowledge,1
approach,1
cell,1
divided,0
suggested,0
anything,0
ability,1
apple,1
plans,0
memory,1
previously,0
watch,1
letters,0
round,0
plant,1
date,1
