word,is_legal
be,0
have,0
one,0
also,0
said,0
all,0
new,0
two,0
time,0
many,0
like,0
people,0
used,0
may,0
years,0
oh,0
will,0
world,0
well,0
see,0
now,0
okay,0
states,0
year,0
state,0
use,0
right,0
called,0
go,0
three,0
made,0
government,0
city,0
war,0
known,0
however,0
united,0
later,0
get,0
just,0
since,0
work,0
part,0
including,1
early,0
want,0
number,0
century,0
system,0
put,0
yeah,0
make,0
high,0
became,0
good,0
school,0
national,0
much,0
another,0
back,0
american,0
around,0
even,0
found,0
know,0
often,0
little,0
several,0
day,0
group,0
country,0
life,0
think,0
water,0
let,0
way,0
name,0
still,0
look,0
long,0
based,0
different,0
four,0
come,0
take,0
although,0
south,0
say,0
according,0
million,0
last,0
president,0
university,0
example,0
large,0
north,0
old,0
end,0
book,0
history,0
form,0
set,0
home,0
among,0
include,0
public,0
began,0
law,0
film,0
general,0
major,0
using,1
following,1
play,0
going,1
power,0
party,0
house,0
us,0
area,0
children,0
population,0
international,0
small,0
within,0
british,0
great,0
game,0
language,0
music,0
series,0
military,0
due,0
family,0
modern,0
common,0
students,0
though,0
big,0
political,0
help,0
important,0
place,0
led,0
period,0
five,0
took,0
english,0
show,0
got,0
team,0
death,0
without,0
john,0
left,0
air,0
king,0
less,0
times,0
west,0
members,0
countries,0
company,0
white,0
support,0
french,0
women,0
term,0
order,0
church,0
become,0
human,0
need,0
non,0
along,0
black,0
late,0
development,0
point,0
german,0
study,0
came,0
control,0
east,0
every,0
man,0
given,0
food,0
others,0
considered,0
next,0
says,0
european,0
local,0
army,0
must,0
line,0
published,0
research,0
men,0
service,0
space,0
age,0
usually,0
court,0
popular,0
force,0
central,0
case,0
held,0
wrote,0
main,0
change,0
today,0
best,0
island,0
largest,0
making,1
single,0
europe,0
similar,0
developed,0
released,0
free,0
away,0
groups,0
included,0
sometimes,0
york,0
land,0
program,0
social,0
various,0
money,0
percent,0
works,0
give,0
might,0
union,0
ii,0
never,0
red,0
games,0
western,0
open,0
light,0
former,0
yes,0
systems,0
wanna,0
areas,0
together,0
head,0
per,0
region,0
something,0
better,0
production,0
field,0
went,0
days,0
near,0
half,0
named,0
result,0
forces,0
find,0
process,0
roman,0
six,0
sea,0
china,0
body,0
original,0
science,0
theory,0
education,0
economic,0
low,0
top,0
thus,0
role,0
march,0
season,0
established,0
energy,0
river,0
health,0
thought,0
written,0
young,0
information,0
seen,0
instead,0
either,0
species,0
rather,0
data,0
side,0
word,0
created,0
almost,0
center,0
produced,0
built,0
god,0
rights,0
things,0
live,0
earth,0
june,0
far,0
level,0
full,0
schools,0
act,0
january,0
america,0
possible,0
across,0
mommy,0
least,0
especially,0
college,0
br,0
total,0
described,0
father,0
germany,0
hand,0
natural,0
december,0
october,0
september,0
july,0
story,0
really,0
art,0
played,0
received,0
working,1
middle,0
means,0
car,0
able,0
died,0
council,0
special,0
short,0
huh,0
france,0
present,0
won,0
turn,0
higher,0
class,0
generally,0
real,0
empire,0
run,0
started,0
community,0
april,0
outside,0
baby,0
person,0
type,0
building,1
continued,0
eat,0
november,0
california,0
standard,0
parts,0
northern,0
office,0
enough,0
soviet,0
son,0
police,0
languages,0
chinese,0
foreign,0
movement,0
close,0
member,0
band,0
england,0
trade,0
southern,0
lost,0
park,0
version,0
already,0
august,0
scientists,0
read,0
night,0
throughout,0
kingdom,0
saw,0
range,0
society,0
addition,0
done,0
civil,0
numbers,0
league,0
religious,0
animals,0
design,0
months,0
aha,0
born,0
business,0
gave,0
federal,0
television,0
culture,0
project,0
problem,0
whose,0
lower,0
mother,0
tell,0
taken,0
significant,0
official,0
computer,0
position,0
available,0
william,0
whether,0
final,0
current,0
certain,0
traditional,0
record,0
rate,0
idea,0
upon,0
color,0
eastern,0
battle,0
yet,0
technology,0
washington,0
evidence,0
allowed,0
greek,0
terms,0
blue,0
despite,0
always,0
daddy,0
africa,0
living,1
hard,0
election,0
keep,0
london,0
industry,0
followed,0
words,0
formed,0
recent,0
cause,0
style,0
added,0
effect,0
cities,0
events,0
model,0
problems,0
seven,0
kind,0
india,0
ancient,0
strong,0
february,0
related,0
minister,0
introduced,0
islands,0
star,0
st,0
ball,0
lead,0
services,0
market,0
companies,0
african,0
radio,0
else,0
soon,0
players,0
love,0
christian,0
announced,0
particularly,0
town,0
ever,0
books,0
forms,0
moved,0
average,0
cases,0
rule,0
increased,0
changes,0
eventually,0
move,0
particular,0
sent,0
rock,0
album,0
green,0
function,0
influence,0
provide,0
network,0
fire,0
policy,0
republic,0
boy,0
brought,0
likely,0
size,0
studies,0
workers,0
lot,0
nearly,0
makes,0
source,0
killed,0
capital,0
mass,0
future,0
required,0
nations,0
past,0
self,0
value,0
nature,0
spanish,0
media,0
action,0
character,0
writing,1
earlier,0
elements,0
beginning,1
increase,0
start,0
located,0
economy,0
week,0
told,0
structure,0
taking,1
playing,1
ago,0
associated,0
royal,0
remained,0
front,0
mean,0
oil,0
fact,0
hold,0
video,0
security,0
goes,0
majority,0
officials,0
aircraft,0
report,0
ground,0
department,0
russian,0
congress,0
longer,0
billion,0
believed,0
leading,1
rules,0
private,0
anti,0
reported,0
typically,0
fish,0
song,0
post,0
paper,0
child,0
provided,0
caused,0
includes,0
sound,0
nation,0
practice,0
surface,0
uses,0
independent,0
attack,0
legal,0
try,0
growth,0
wanted,0
individual,0
parents,0
latin,0
prime,0
designed,0
player,0
plan,0
types,0
eight,0
room,0
view,0
referred,0
laws,0
list,0
base,0
russia,0
native,0
george,0
limited,0
material,0
site,0
cost,0
behind,0
canada,0
san,0
museum,0
coast,0
association,0
summer,0
whole,0
probably,0
gas,0
larger,0
specific,0
key,0
james,0
thing,0
involved,0
served,0
effects,0
complex,0
mostly,0
county,0
director,0
meaning,1
appeared,0
street,0
films,0
personal,0
call,0
kids,0
face,0
construction,0
alright,0
organization,0
success,0
nuclear,0
highest,0
co,0
physical,0
americans,0
paul,0
bit,0
bc,0
interest,0
era,0
asked,0
mid,0
results,0
returned,0
ice,0
worked,0
elected,0
test,0
box,0
britain,0
campaign,0
features,0
matter,0
greater,0
shows,0
japanese,0
allow,0
month,0
pressure,0
news,0
comes,0
rest,0
stop,0
produce,0
japan,0
therefore,0
fall,0
board,0
points,0
football,0
speed,0
inside,0
founded,0
code,0
programs,0
sold,0
conditions,0
primary,0
products,0
remains,0
career,0
title,0
names,0
club,0
bring,0
letter,0
lines,0
jewish,0
poor,0
changed,0
nice,0
defined,0
true,0
stated,0
widely,0
sit,0
chief,0
subject,0
release,0
method,0
getting,1
performance,0
create,0
pay,0
david,0
smaller,0
proposed,0
sure,0
hours,0
australia,0
training,1
cultural,0
job,0
actually,0
leader,0
originally,0
cut,0
access,0
issue,0
medical,0
recorded,0
catholic,0
sun,0
blockquote,0
climate,0
table,0
global,0
care,0
commonly,0
honey,0
wide,0
district,0
growing,1
trying,1
student,0
software,0
road,0
constitution,0
event,0
disease,0
territory,0
obama,0
hit,0
charles,0
difficult,0
looking,1
scientific,0
station,0
division,0
brown,0
decided,0
helped,0
ten,0
needed,0
believe,0
italian,0
levels,0
leave,0
wife,0
running,1
animal,0
italy,0
lived,0
thank,0
met,0
historical,0
discovered,0
complete,0
response,0
gold,0
re,0
replaced,0
religion,0
girl,0
emperor,0
amount,0
experience,0
families,0
leaders,0
successful,0
estimated,0
supported,0
commercial,0
directly,0
independence,0
famous,0
characters,0
parliament,0
starting,1
decision,0
coming,1
female,0
reached,0
sports,0
variety,0
henry,0
sense,0
direct,0
happened,0
issues,0
units,0
vote,0
largely,0
robert,0
woman,0
via,0
bear,0
sources,0
administration,0
separate,0
operation,0
metal,0
internet,0
operations,0
numerous,0
concept,0
remember,0
records,0
temperature,0
uh,0
uk,0
la,0
maybe,0
ready,0
los,0
approximately,0
previous,0
reason,0
opened,0
passed,0
compared,0
entire,0
heavy,0
forced,0
democratic,0
scale,0
asia,0
product,0
pope,0
recently,0
award,0
lives,0
lake,0
humans,0
committee,0
additional,0
brother,0
race,0
active,0
peace,0
quickly,0
unit,0
length,0
bill,0
authority,0
build,0
bank,0
cold,0
tree,0
rome,0
relationship,0
saying,1
library,0
thomas,0
stage,0
treatment,0
claimed,0
navy,0
towards,0
chicago,0
highly,0
ocean,0
joined,0
property,0
treaty,0
turned,0
status,0
examples,0
teams,0
basic,0
centre,0
nine,0
course,0
performed,0
write,0
adopted,0
regular,0
friends,0
troops,0
researchers,0
regions,0
lack,0
multiple,0
financial,0
governor,0
relations,0
border,0
risk,0
tradition,0
parties,0
peter,0
agreement,0
picture,0
cells,0
ended,0
stay,0
placed,0
text,0
stories,0
clear,0
finally,0
expected,0
israel,0
machine,0
ways,0
cup,0
pretty,0
showed,0
older,0
noted,0
mexico,0
basis,0
engine,0
simple,0
methods,0
centuries,0
hall,0
paris,0
train,0
plants,0
potential,0
degree,0
shown,0
takes,0
cross,0
hands,0
daughter,0
analysis,0
spread,0
rise,0
stars,0
talk,0
chemical,0
initially,0
square,0
blood,0
mainly,0
spent,0
marriage,0
places,0
piece,0
signed,0
bad,0
fell,0
hot,0
article,0
angeles,0
institute,0
simply,0
dog,0
defense,0
ship,0
latter,0
appear,0
mark,0
giving,1
winter,0
married,0
activity,0
knowledge,0
classical,0
approach,0
cell,0
divided,0
suggested,0
anything,0
ability,0
apple,0
plans,0
memory,0
previously,0
watch,0
letters,0
round,0
plant,0
date,0
relatively,0
spain,0
feet,0
weeks,0
continue,0
figure,0
speech,0
hair,0
contains,0
republican,0
collection,0
ideas,0
question,0
quality,0
feel,0
deal,0
male,0
argued,0
ones,0
novel,0
currently,0
efforts,0
pre,0
richard,0
revolution,0
tax,0
loss,0
fast,0
executive,0
primarily,0
thousands,0
distance,0
milk,0
attempt,0
mission,0
environment,0
needs,0
looks,0
functions,0
remain,0
moving,1
wait,0
attention,0
friend,0
powers,0
dead,0
attacks,0
win,0
launched,0
wants,0
arts,0
carried,0
weapons,0
share,0
heart,0
louis,0
songs,0
islamic,0
section,0
agreed,0
becoming,1
professor,0
failed,0
charge,0
elections,0
completed,0
michael,0
super,0
literature,0
saint,0
regional,0
flight,0
iii,0
grand,0
moon,0
drive,0
activities,0
appointed,0
jews,0
annual,0
provides,0
justice,0
soldiers,0
tried,0
applied,0
responsible,0
cars,0
closed,0
properties,0
double,0
increasing,1
digital,0
buildings,0
professional,0
positive,0
account,0
objects,0
press,0
influenced,0
scholars,0
declared,0
musical,0
freedom,0
reduced,0
pacific,0
necessary,0
ships,0
texas,0
store,0
safety,0
deep,0
upper,0
prior,0
philosophy,0
resulting,1
minutes,0
location,0
definition,0
airport,0
girls,0
magazine,0
accepted,0
meeting,0
individuals,0
income,0
except,0
classes,0
electric,0
nothing,0
command,0
author,0
ireland,0
exist,0
management,0
carbon,0
online,0
element,0
origin,0
appears,0
port,0
calendar,0
morning,0
ad,0
break,0
decades,0
notable,0
industrial,0
artists,0
critical,0
image,0
muslim,0
fields,0
yellow,0
assembly,0
opposition,0
commission,0
ah,0
reach,0
shot,0
beyond,0
armed,0
offered,0
everything,0
goal,0
object,0
presidential,0
equipment,0
transport,0
dna,0
generation,0
bird,0
fighting,1
conflict,0
fight,0
gives,0
intended,0
grew,0
birth,0
equal,0
urban,0
push,0
normal,0
operating,1
convention,0
floor,0
presence,0
initial,0
pass,0
allows,0
travel,0
iron,0
difference,0
heat,0
jobs,0
frequently,0
brain,0
values,0
materials,0
featured,0
secretary,0
bowl,0
applications,0
track,0
conference,0
direction,0
cat,0
claims,0
feature,0
valley,0
staff,0
cover,0
stone,0
protection,0
toward,0
identified,0
hey,0
resources,0
engineering,1
models,0
derived,0
combined,0
impact,0
stand,0
prevent,0
communities,0
kept,0
focus,0
alone,0
powerful,0
raised,0
agency,0
movie,0
wall,0
academy,0
writer,0
buy,0
tour,0
chair,0
page,0
speaking,1
reference,0
felt,0
sexual,0
represented,0
smith,0
minute,0
bed,0
occur,0
province,0
owned,0
distribution,0
bus,0
composed,0
residents,0
extended,0
remaining,0
fiction,0
claim,0
bay,0
effort,0
serve,0
foundation,0
exchange,0
price,0
sign,0
officers,0
mountain,0
citizens,0
polish,0
paid,0
occurred,0
dark,0
please,0
internal,0
standards,0
supreme,0
learn,0
visit,0
effective,0
creation,0
plane,0
earliest,0
horse,0
develop,0
carry,0
acid,0
learning,1
volume,0
arrived,0
finished,0
allowing,1
content,0
opposed,0
immediately,0
situation,0
eyes,0
wave,0
arms,0
contemporary,0
weight,0
reduce,0
perhaps,0
entered,0
politics,0
labor,0
refer,0
mouth,0
dance,0
solar,0
festival,0
alternative,0
issued,0
channel,0
negative,0
violence,0
hope,0
ethnic,0
phase,0
draw,0
follow,0
holy,0
protect,0
existence,0
environmental,0
supply,0
leaving,1
unlike,0
runs,0
mind,0
meet,0
queen,0
poland,0
consists,0
offer,0
contain,0
versions,0
purpose,0
display,0
ordered,0
hear,0
serious,0
bye,0
joseph,0
greatest,0
eating,1
someone,0
pieces,0
understand,0
irish,0
controlled,0
rates,0
advanced,0
reading,1
fuel,0
overall,0
sex,0
require,0
damage,0
canadian,0
step,0
doctor,0
hi,0
victory,0
trees,0
egypt,0
hour,0
contrast,0
plays,0
resulted,0
instance,0
presented,0
address,0
wars,0
hospital,0
um,0
lord,0
australian,0
competition,0
door,0
destroyed,0
completely,0
gone,0
unique,0
wow,0
reaction,0
acts,0
voice,0
planned,0
causes,0
respectively,0
sets,0
aid,0
devices,0
edition,0
senate,0
notes,0
winning,1
inspired,0
removed,0
branch,0
shall,0
motion,0
sales,0
prize,0
factors,0
officer,0
meant,0
measure,0
fully,0
mary,0
worldwide,0
foot,0
views,0
sites,0
crisis,0
differences,0
actions,0
connected,0
opening,1
block,0
florida,0
prominent,0
miles,0
statement,0
behavior,0
martin,0
ran,0
refused,0
solution,0
choice,0
wild,0
directed,0
imperial,0
creating,1
ring,0
wear,0
pick,0
figures,0
avoid,0
spring,0
pakistan,0
formation,0
communist,0
increasingly,0
mountains,0
expressed,0
prince,0
contact,0
techniques,0
korea,0
frequency,0
cancer,0
bridge,0
recognized,0
quite,0
organizations,0
stations,0
subsequently,0
discovery,0
planet,0
drink,0
appearance,0
expansion,0
daily,0
signal,0
medicine,0
minor,0
medieval,0
relative,0
fixed,0
reasons,0
critics,0
experts,0
windows,0
reports,0
projects,0
shape,0
intelligence,0
studied,0
rich,0
grow,0
orange,0
sister,0
defeated,0
arab,0
glass,0
snow,0
core,0
observed,0
huge,0
vice,0
churches,0
hill,0
conservative,0
sector,0
sport,0
boys,0
heard,0
authorities,0
dogs,0
users,0
regarded,0
marine,0
application,0
structures,0
birds,0
equivalent,0
policies,0
officially,0
camp,0
determined,0
distinct,0
theatre,0
formal,0
calls,0
subsequent,0
secret,0
target,0
understanding,1
hundreds,0
forest,0
domestic,0
universe,0
expanded,0
bodies,0
note,0
pictures,0
conducted,0
drug,0
